gene_symbol,TCGA-91-6849-11A-01R-1949-07,TCGA-55-6982-11A-01R-1949-07,TCGA-73-4676-11A-01R-1755-07,TCGA-55-6980-11A-01R-1949-07,TCGA-50-5931-11A-01R-1858-07,TCGA-91-6828-11A-01R-1858-07,TCGA-49-6743-11A-01R-1858-07,TCGA-44-6147-11A-01R-1858-07,TCGA-44-2665-11A-01R-1758-07,TCGA-44-2657-11A-01R-1758-07,TCGA-38-4627-11A-01R-1758-07,TCGA-55-6970-11A-01R-1949-07,TCGA-50-5939-11A-01R-1628-07,TCGA-44-6778-11A-01R-1858-07,TCGA-38-4625-11A-01R-1758-07,TCGA-44-2668-11A-01R-1758-07,TCGA-38-4632-11A-01R-1755-07,TCGA-50-5933-11A-01R-1755-07,TCGA-55-6972-11A-01R-1949-07,TCGA-55-6985-11A-01R-1949-07,TCGA-49-6761-11A-01R-1949-07,TCGA-55-6984-11A-01R-1949-07,TCGA-44-6776-11A-01R-1858-07,TCGA-55-6975-11A-01R-1949-07,TCGA-55-6981-11A-01R-1949-07,TCGA-50-5935-11A-01R-1858-07,TCGA-44-2655-11A-01R-1758-07,TCGA-55-6979-11A-01R-1949-07,TCGA-44-2662-11A-01R-1758-07,TCGA-49-6744-11A-01R-1858-07,TCGA-49-6745-11A-01R-1858-07,TCGA-44-3396-11A-01R-1758-07,TCGA-44-6146-11A-01R-1858-07,TCGA-50-5930-11A-01R-1755-07,TCGA-44-2661-11A-01R-1758-07,TCGA-50-5936-11A-01R-1628-07,TCGA-44-5645-11A-01R-1628-07,TCGA-55-6971-11A-01R-1949-07,TCGA-44-3398-11B-01R-1758-07,TCGA-44-6144-11A-01R-1755-07,TCGA-44-6145-11A-01R-1858-07,TCGA-91-6829-11A-01R-1858-07,TCGA-91-6836-11A-01R-1858-07,TCGA-49-6742-11A-01R-1858-07,TCGA-55-6969-11A-01R-1949-07,TCGA-55-6986-11A-01R-1949-07,TCGA-38-4626-11A-01R-1758-07,TCGA-91-6847-11A-01R-1949-07,TCGA-49-4490-11A-01R-1858-07,TCGA-49-4512-11A-01R-1858-07,TCGA-91-6835-11A-01R-1858-07,TCGA-50-6595-11A-01R-1858-07,TCGA-55-6978-11A-01R-1949-07,TCGA-55-6983-11A-01R-1949-07,TCGA-91-6831-11A-02R-1858-07,TCGA-44-6777-11A-01R-1858-07,TCGA-55-6968-11A-01R-1949-07,TCGA-50-5932-11A-01R-1755-07,TCGA-44-6148-11A-01R-1858-07,TCGA-55-8513-01A-11R-2403-07,TCGA-97-8177-01A-11R-2287-07,TCGA-53-7626-01A-12R-2066-07,TCGA-91-8497-01A-11R-2403-07,TCGA-44-3919-01A-02R-1107-07,TCGA-99-7458-01A-11R-2039-07,TCGA-44-6146-01A-11R-A278-07,TCGA-55-8208-01A-11R-2241-07,TCGA-75-7030-01A-11R-1949-07,TCGA-86-8671-01A-11R-2403-07,TCGA-55-8087-01A-11R-2241-07,TCGA-S2-AA1A-01A-12R-A39D-07,TCGA-97-8174-01A-11R-2287-07,TCGA-97-7552-01A-11R-2039-07,TCGA-93-A4JP-01A-11R-A24X-07,TCGA-86-A4P7-01A-11R-A24X-07,TCGA-MP-A4TJ-01A-51R-A262-07,TCGA-86-8668-01A-11R-2403-07,TCGA-55-7284-01B-11R-2241-07,TCGA-55-8206-01A-11R-2241-07,TCGA-93-A4JN-01A-11R-A24X-07,TCGA-05-5429-01A-01R-1628-07,TCGA-93-7348-01A-21R-2039-07,TCGA-55-8097-01A-11R-2241-07,TCGA-69-8254-01A-11R-2287-07,TCGA-05-4433-01A-22R-1858-07,TCGA-69-7761-01A-11R-2170-07,TCGA-97-A4M1-01A-11R-A24X-07,TCGA-86-8056-01A-11R-2241-07,TCGA-55-8619-01A-11R-2403-07,TCGA-55-8299-01A-11R-2287-07,TCGA-55-8207-01A-11R-2241-07,TCGA-55-A57B-01A-12R-A39D-07,TCGA-97-8172-01A-11R-2287-07,TCGA-55-7728-01A-11R-2187-07,TCGA-NJ-A55A-01A-11R-A262-07,TCGA-55-6987-01A-11R-1949-07,TCGA-86-8076-01A-31R-2241-07,TCGA-38-A44F-01A-11R-A24H-07,TCGA-05-4249-01A-01R-1107-07,TCGA-86-A4P8-01A-11R-A24X-07,TCGA-75-7025-01A-12R-1949-07,TCGA-69-8453-01A-12R-2326-07,TCGA-55-8204-01A-11R-2241-07,TCGA-44-2657-01A-01R-1107-07,TCGA-67-4679-01B-01R-1755-07,TCGA-44-2661-01A-01R-1107-07,TCGA-55-A48X-01A-11R-A24H-07,TCGA-55-8512-01A-11R-2403-07,TCGA-93-7347-01A-11R-2187-07,TCGA-55-6971-01A-11R-1949-07,TCGA-64-1681-01A-11R-2066-07,TCGA-MP-A4TH-01A-31R-A262-07,TCGA-50-5942-01A-21R-1755-07,TCGA-L4-A4E6-01A-11R-A24H-07,TCGA-44-2666-01A-01R-0946-07,TCGA-05-4403-01A-01R-1206-07,TCGA-97-7553-01A-21R-2039-07,TCGA-55-6984-01A-11R-1949-07,TCGA-50-8459-01A-11R-2326-07,TCGA-97-7546-01A-11R-2039-07,TCGA-55-6983-01A-11R-1949-07,TCGA-97-7547-01A-11R-2039-07,TCGA-73-7498-01A-12R-2187-07,TCGA-55-7573-01A-11R-2039-07,TCGA-93-A4JO-01A-21R-A24X-07,TCGA-69-7974-01A-11R-2187-07,TCGA-99-AA5R-01A-11R-A39D-07,TCGA-50-8457-01A-11R-2326-07,TCGA-44-7659-01A-11R-2066-07,TCGA-44-5645-01A-01R-1628-07,TCGA-44-6146-01A-11R-1755-07,TCGA-55-7574-01A-11R-2039-07,TCGA-44-6147-01A-11R-1755-07,TCGA-97-8552-01A-11R-2403-07,TCGA-J2-A4AE-01A-21R-A24H-07,TCGA-97-A4M5-01A-11R-A24X-07,TCGA-44-6148-01A-11R-1755-07,TCGA-55-6985-01A-11R-1949-07,TCGA-86-8280-01A-11R-2287-07,TCGA-55-8621-01A-11R-2403-07,TCGA-91-6835-01A-11R-1858-07,TCGA-97-7941-01A-11R-2187-07,TCGA-49-AARR-01A-11R-A41B-07,TCGA-97-A4M7-01A-11R-A24X-07,TCGA-38-4626-01A-01R-1206-07,TCGA-55-7816-01A-11R-2170-07,TCGA-78-7540-01A-11R-2066-07,TCGA-97-A4M2-01A-12R-A24X-07
KCP,7.2035706254,5.5926831335,6.4322775115,5.4924384112,6.9479275754,5.7865204369,6.0244014714,7.003903963,6.3099629599,5.3827918199,6.9194247994,6.4012429333,6.2361712935,6.7281123678,5.4108188497,6.484754619,6.2555898159,5.6581854424,6.4476522632,6.4967631616,6.4012104314,5.2791537878,6.1008772378,5.9884598248,7.2160027607,7.1862715981,6.5572302404,5.8804263094,7.3647360705,5.8289849078,5.4387054901,6.182941045,5.6392439182,5.9443294847,6.5167570468,6.0415792726,6.0115749054,5.7929376775,5.5733526872,6.3896606233,5.2594449064,5.9848413212,6.4330349382,5.9695464081,6.5958727228,7.2939751328,6.2420599512,5.8024833607,6.1287882162,5.8641646352,5.9159949409,5.9516199901,5.5720157284,5.6054628343,5.5559184286,6.1073299901,5.5137903902,5.9895165094,6.1794810856,9.3079606952,6.8208969698,5.5739950615,6.2392212515,6.7754755012,5.6268501437,8.7601574757,8.1226773176,8.4619568508,6.883022452,5.4418745132,6.8720320833,7.7204677596,8.1214150685,7.1421421353,8.0755462396,6.0059043999,5.4338044933,9.7718180888,5.4544045453,8.0408005145,9.848713014,7.2071139394,5.199836216,5.669465681,8.6339615287,9.3591125873,6.1058553896,7.0358410833,7.9307938457,8.6586745298,5.9740291303,6.6675649345,6.6460061983,10.6456961203,5.4002367318,5.923158491,6.172910879,10.0133083734,5.6336145766,6.9780596628,5.6102723904,8.7269673381,6.5374393493,5.9140724167,5.6780062444,5.6248087455,7.0652869437,6.7020615245,6.3098570826,7.0670958487,5.7943879427,6.2758985623,5.1642429071,10.0613740179,5.4693107369,8.5012773464,6.7209658108,9.5285053545,9.3707249461,5.1526158589,5.8010669836,9.4473585606,6.8204672236,5.562461439,6.6935641749,8.1295723669,7.265426413,5.7893903921,6.0301734141,5.0372273702,9.3538585744,6.6896622116,6.9271476015,6.4017076559,7.3922325424,7.8668129587,5.7121829045,6.8546934612,6.2181492825,7.1194804615,7.0337176717,7.7927025874,7.1819431804,6.3927416296,7.4241397721,6.0865969427,10.6451376251,7.7849864337
KDELR3,8.5821866333,9.0732949096,9.1637445187,8.8992704375,7.9245162779,8.6683531987,9.6249641195,8.9250829933,9.8382162507,8.7375518407,10.4851730578,8.9971250748,8.6587624275,8.9512523801,9.5794647073,9.3366154837,8.844647861,8.6203415849,8.7937332552,8.921955599,9.2322958583,8.423935276,8.703566573,8.5779269612,8.7087830994,9.1184063701,8.8649627325,9.3707426354,9.1678773449,9.3032213865,8.9167307853,8.7812238937,8.9310448213,9.2749182015,9.4855294073,8.8146320006,8.3513504095,8.7843370889,9.4677425523,8.9406178919,8.6872307474,8.7552516182,8.9623377562,9.5855157042,8.8187713707,8.8088656817,8.9971642589,8.5927159843,9.805099819,10.658725503,9.872116262,8.5075837005,9.1275992222,9.4676592976,8.768124069,9.7263932423,9.3994307958,8.8734638618,8.8409652803,10.5821804198,12.1389171918,10.2987854438,8.8470485471,11.8378907191,10.7335226891,13.0545830845,11.5738363444,11.0691730598,9.9801426044,11.2595954704,11.8195207441,9.4118675564,9.769945798,9.7637268824,11.8511394865,10.0088417153,10.9022625435,11.3012358987,8.7997154276,9.9608972202,12.6683182588,12.1457714209,10.9639067025,11.6097998198,11.4956565302,10.0536808058,10.304035474,11.8888132522,10.6596972354,10.810545148,10.7562295331,10.9150036445,9.2934201882,10.3503976547,9.755663038,10.9115504438,10.0532674319,10.868472126,12.4412698981,8.3970797769,10.799441321,10.5378888302,11.1506508277,11.0694868364,10.2073588458,11.4920860407,10.0404006383,9.4761605606,10.7632745744,10.7965240741,9.6761432176,9.8732279596,10.2369718997,8.7948072735,11.7180304145,12.1801991466,10.0151680056,11.9098375103,11.3902431441,9.845111545,11.22749174,12.494246497,10.6056035346,11.2707625222,12.7836162035,11.9131124548,9.400027833,10.1387145757,10.8061573032,9.5811554818,12.9955470107,11.2072147778,11.1751808717,11.0742710066,9.982686306,11.0576259485,9.9057521751,11.1099065273,11.1005155217,9.9926292116,10.243536618,11.3225124016,9.5808678379,10.8006598268,10.4650827142,11.177616764,13.0166123651,9.0060905063
KHSRPP1,4.2502832035,3.7753563044,3.7753563044,3.7753563044,4.4717774118,4.2276490863,4.4334594755,4.619215945,4.1155751007,4.585358272,4.3653596594,3.7753563044,4.2351034783,4.2008918304,3.7753563044,4.5042627866,4.8284449786,3.7753563044,3.7753563044,3.7753563044,4.9490050902,4.1099294693,4.2453380236,3.7753563044,3.7753563044,4.7235181005,4.2177527574,3.7753563044,4.6453568627,4.2289793982,3.7753563044,4.0841161596,4.2572736813,3.7753563044,4.3086260749,4.238808457,4.1594859468,4.4014916623,4.2382213505,4.2188784998,4.2407971403,3.7753563044,4.4683328534,4.2140092009,4.4554009614,4.3357102336,3.7753563044,3.7753563044,4.435864171,3.7753563044,4.5204683967,4.2417555072,3.7753563044,3.7753563044,4.6114098521,4.2721643754,3.7753563044,4.281110744,4.3831177001,5.033039967,3.7753563044,4.1874726088,3.7753563044,4.4395019985,3.7753563044,5.7622612257,4.7164495948,6.7025448152,3.7753563044,4.4595423098,4.3794409957,4.4591896886,4.4956406479,4.2397351473,4.2784648963,4.6741650643,4.5757393913,7.3346353473,4.3552022607,4.1033314476,4.7921676183,4.1858379533,4.4807447226,6.0699841373,5.302670568,4.331606451,3.7753563044,4.9092431444,3.7753563044,3.7753563044,4.6181128104,3.7753563044,4.3082430514,6.2935115566,4.6193373877,4.4936689582,3.7753563044,3.7753563044,4.0892892356,4.2704960145,4.0887698341,4.318558906,5.1314737177,4.5074508761,4.3612478586,6.3841567328,4.1425986923,4.4554828195,3.7753563044,4.6031496946,3.7753563044,3.7753563044,4.3861438021,3.7753563044,4.4881512139,4.2897923892,4.5416268133,6.55914977,3.7753563044,4.5060510828,4.3918531307,4.5901922748,4.0593445368,4.504812829,3.7753563044,4.0786831843,3.7753563044,4.1330937116,4.4354442411,3.7753563044,5.6936216161,3.7753563044,3.7753563044,3.7753563044,3.7753563044,4.1145610257,4.3293433181,4.2321361649,4.3175832402,4.4389224855,4.2843995766,6.2717749693,4.1642344186,4.1111569854,3.7753563044,4.4490868133,4.8804183944,4.1317566372
KIAA1211,6.5111655911,7.4726779931,6.4322775115,6.6700940951,6.524169124,6.2834952437,6.7187580157,7.6171415346,8.0434780058,7.5469348923,6.3988273833,7.7599373129,8.1887746344,6.8998043157,6.558581055,7.0852635662,6.1391254261,7.2779721016,7.2765221999,7.7143459537,6.3672302039,6.0770947383,6.6902819043,6.557825766,6.9206969736,7.1553015428,7.4611080973,7.7978707272,7.6799970304,7.8537176227,5.7463204026,8.2196631194,7.7143049675,6.2748961104,8.3686171817,7.5612525095,6.9714672693,6.646481977,6.8313519597,6.7875300378,6.2610572301,6.0474500886,6.8572527278,5.9695464081,7.3589364929,6.5028346782,5.9557630066,5.8870621535,5.3309676441,5.8162579709,6.8503333986,6.3597351072,6.9528838702,6.1593407922,6.6948562273,6.8575101929,6.2815685418,6.3737789122,7.5121519792,9.5215973724,7.6058379567,8.0008209885,7.3734819767,7.7033402972,8.0065847151,11.6316895309,7.749151366,10.203217459,7.6263056476,7.0968040817,9.1085378327,8.3859703485,10.7612340155,7.2418307826,6.4790683042,8.8300579925,8.3255804836,11.1216399018,8.2192786145,7.2060264441,11.3736609763,7.9453025651,6.6774343787,8.0484867504,11.0833680153,11.0158979579,6.1971909183,8.3664859282,9.6115741031,8.2208474408,8.4237831763,7.7228577629,8.2549067052,9.1939372389,8.2130831045,7.7545390919,7.7446986296,7.6579274876,7.2582560289,7.095624197,7.7193625333,9.6171810421,7.0413258106,7.9375842279,7.9314508176,7.6305264741,7.2726804447,8.7789047179,8.1354781846,9.0637550608,7.2560435699,8.1632464598,7.5665759759,7.3752131911,6.8470895996,10.5648007376,7.1692090591,10.2578276642,9.7568350706,8.2305752793,7.5949497251,8.0514939821,7.3202826697,7.6472764948,6.6016376014,7.2528798668,7.1872900903,8.4127594966,6.5536005299,8.2297664898,11.2549894572,8.3079167933,7.8319498411,6.9249440452,6.6762865291,7.8478227435,7.3041071841,8.5319667981,8.0522783405,7.6748514234,9.1841450373,8.1616603093,8.2575344913,8.0627599819,7.5857401681,6.1198218576,10.9642387838,6.7428958549
KIAA1549L,6.3301413232,5.229495053,4.8295981252,4.6710225529,5.7780540902,5.3891566894,5.4905074231,6.6646299623,5.7694962703,6.3501828316,5.8533638906,5.8483236677,6.1203065439,6.4124830363,4.6085345596,5.1912163613,5.0518941262,6.5403281853,6.1804847082,5.3021977245,5.5969824282,5.3696092406,5.446623316,5.6336512191,6.519198954,7.2753192254,6.2640421073,5.2816256215,5.621733876,5.024318894,5.6237707876,5.8783547712,5.5386785521,5.6130441691,5.7602933296,5.5753947071,5.9885078642,5.414063069,5.2204736544,4.9978666052,6.3423699393,5.8849409576,5.62498331,5.4885021753,5.3735935978,5.9287171542,5.0572864232,5.2628426916,5.729504937,5.2736286432,6.7522615403,5.8974356059,5.9556562102,6.2325985948,5.2908073613,5.8300380504,5.7640957178,5.7695096306,5.7407583783,6.4985602868,8.4580612153,5.6284758337,5.4638223537,6.0007650154,6.2216698084,5.435772222,5.7998600403,9.8092127247,5.4073329382,8.4252315455,6.3191797045,7.5531476992,8.1393984153,5.690998806,5.5528011699,5.8700044572,6.3966142785,7.5284724685,7.591502943,5.8079033611,10.3477359148,7.3728985838,5.6019683727,5.7746872037,10.5264982305,10.4274692822,5.0429717652,5.4808769227,6.8308614739,5.6581093634,6.2015130795,7.9224292038,6.7333546293,9.5656471197,7.0624052284,5.116280693,5.3405361876,8.4717434137,8.1946362762,5.5820552207,7.0906492987,8.7859947371,9.4775915189,6.1618268979,7.0616573628,5.7538831367,5.7869130459,5.8092839538,6.4996378399,5.2433552125,6.7504554714,5.3059730485,5.5566894824,5.7177990265,6.0787697136,6.7111767895,6.4682723745,9.3342160597,10.2261093178,5.9551325554,6.190892541,5.3477814811,6.1841498356,7.0580341988,5.4494803206,5.8940836654,5.2273594975,5.469583143,4.8061108736,7.1164179773,5.840171771,6.1003372583,6.3512349373,5.8928438306,6.4435142576,5.8067112851,7.96247576,5.981265507,6.0948999903,5.5865329284,6.5989446086,5.8400423758,6.6227952936,6.5182609911,5.7825998276,6.9079886813,5.3957929266,5.0685468874
KIF12,7.3838119904,7.729145899,7.0758494819,8.4668550912,7.210563525,7.3751659141,7.5034314554,6.948008282,8.4625197616,6.9596327157,7.1983330996,7.2953088574,7.4739905775,7.1297213739,7.5021964314,7.788692836,7.1918668077,7.381797662,7.8367777019,7.5406747042,7.7162627065,8.146752455,7.9107833783,8.5495253677,7.739684682,7.5253282443,7.3499894523,8.4232429059,7.7644924734,7.3824106735,7.661604638,6.8068715176,7.9937205192,7.9661012292,7.4020954169,7.6462278922,7.8978287062,8.3406028058,7.4082326427,7.5555773169,8.2894174427,8.0451350111,8.4060666122,8.0087115318,8.4605304059,6.9127032912,7.3776080374,8.0502026067,7.6560203062,7.907292624,7.7277640042,7.4690866321,7.0052308693,7.6490430916,7.148892795,7.1209143249,8.2689897133,7.7723944159,7.9237195288,7.9476816485,8.9030288916,7.3175773676,11.0570884492,7.6951035453,9.2696503499,8.9610846188,6.823417341,9.9804776771,9.66381,11.0510386813,11.5492132348,9.3014848784,8.7462593922,7.9525517055,8.5478599263,9.3983048463,8.973315193,10.6119346086,8.8051536568,7.4500049937,9.201635945,6.9151834121,10.4651202975,11.5306933431,9.587546547,10.4794231513,11.4629570584,9.426300675,10.0918206036,7.6972605848,9.8888247152,6.1483701688,10.2764706913,12.096632577,7.4035208628,7.0970025094,6.6691225607,10.4341098543,9.9048884251,8.5555838369,9.0063141693,9.0891035701,4.9599475145,6.6432451619,9.2219700438,7.7851615727,9.5363800294,7.5672799674,8.4399592724,8.3910351556,9.6328692908,10.9253898113,11.3259033391,7.7648607459,9.7979517101,8.3035435858,6.5943577413,9.0960285674,8.1968887821,8.5642973778,8.5470799211,9.3395736817,11.237905975,8.1385123016,7.0207035301,8.281267019,8.4030573368,9.1535610067,8.9432223455,8.5766861214,9.2593525498,8.1602440698,8.3817552779,9.573072096,9.2575665411,10.9234011896,9.3723841213,6.6876156654,9.1494166864,9.2935596864,7.5832120021,12.2378280458,6.9537764236,9.2273320677,7.815046434,6.103312945,10.0747254122,9.39084313
KIF14,5.2225530747,5.8357295751,6.1001416809,5.2822851444,5.1313000048,5.748157482,5.4381017322,7.0966896383,5.7909086965,7.1075602896,5.8533638906,6.2901317504,5.6525771713,6.0567473296,4.7331656515,6.3454089913,6.1790781363,5.4434779391,5.6649469126,5.9119671278,5.4661259165,5.6054208871,5.3337509466,6.7222582459,6.2137258773,6.2972373195,5.7665211577,6.030063394,5.4838643682,5.6303588949,5.2189900932,6.0321654564,5.8188873739,5.5576870906,5.7869121916,5.8673998486,5.4095376769,5.5089934019,5.9893304437,6.191429633,5.6731531137,6.7107936492,4.9541345804,5.9695464081,6.2490128954,5.603841893,5.3685580714,5.0353140185,6.4602464856,5.9549657661,5.5137586802,5.4614797715,5.7569441316,6.6047034461,5.7049589573,5.9955803182,6.1190010792,5.9895165094,5.6674606547,6.7837840901,7.1333436091,8.6674620839,6.3781861956,8.1329594558,7.7806254775,8.393823012,7.4694851351,6.5900765709,7.541104144,6.088217578,6.5482912838,6.9552193801,7.5511337526,8.2800045595,8.1416466147,8.7355942571,7.1282763591,6.7059504973,7.0118864662,9.1692614731,8.1480655815,7.5732867166,6.3449797785,7.2067032467,8.8836503553,9.6659821687,6.2991930118,7.0416502707,7.5873304816,9.243888353,6.5338585881,7.4098749627,7.026164233,7.2900532075,7.008808308,9.3163773725,7.3300787269,6.4520844725,7.2827775885,6.0828335363,6.2888514445,8.0623370108,9.222426168,7.2615804844,6.6759643794,6.4437975173,8.2232188452,6.1548915187,7.2831121312,8.7637714367,7.3826273476,6.4965554491,6.1461909436,6.7521807846,7.1847258696,6.6351945215,8.6588739296,8.8487801416,7.3629196514,7.601182296,7.7004362706,6.1580196742,6.2586943803,7.0317052403,7.8335860976,9.7865681759,6.6425554698,6.1558289884,6.5986303292,6.9683008998,7.5949216965,8.7179644382,7.4342513719,6.1482630917,7.306808415,7.6426282412,5.2383538401,8.7703891518,7.5709521832,7.6107075008,8.5062761515,6.5185660254,6.430767291,7.4664219176,7.3837791254,7.2799930188,6.675638795,6.5847284476
KIF18B,5.7930726955,5.6790315832,6.4322775115,5.8753956393,4.8613916969,5.5817977589,5.6800288155,7.7118107535,6.0234705777,8.2199082669,6.0522418834,5.9266845962,5.8529542331,5.5273046954,4.8415646728,7.10429576,5.8195319804,5.5767853976,6.392644613,6.0051680325,6.1432930888,5.4801884361,5.2728712801,6.642473214,6.2137258773,6.0426808803,5.9698431834,6.030063394,5.8313511395,5.586547265,5.5347719711,6.0889867157,5.8188873739,5.6130441691,6.8048591107,5.974660924,5.9167680623,6.0249230351,5.9375362001,6.5627474915,5.8372147904,6.8536268757,5.3385944729,6.1153898555,6.8137345132,5.3825912647,5.8170185481,5.8024833607,6.2485084738,5.8641646352,5.9159949409,5.3228014825,5.713212004,6.2677871713,5.4739857142,6.2104296539,6.6071262525,6.0680948764,5.3857284362,7.0048966063,7.638201299,8.3161671994,6.7933364928,9.1738868498,7.3137853563,7.3009774444,9.506441098,6.647448071,8.5281323175,6.1111342398,7.1221981674,7.1501625446,7.3946365954,9.1221356709,8.8030473622,9.0664359678,8.0311560465,7.1761430456,7.0677933896,9.8474750298,8.2939647646,7.7787270849,6.9322717231,7.4940302033,8.9342143315,9.00682494,6.6824241415,6.7023766201,7.6710957974,9.5836601861,6.3087006872,8.2720341746,6.8873774838,8.4348152049,7.4035208628,9.0994919818,6.8954849752,7.2159215743,7.3364510574,6.5125027012,6.6738966481,8.8240434807,9.0470456641,8.5741027891,7.517223612,7.1756885556,8.6559665766,6.6425260771,7.8445390849,10.0120515127,7.7757151378,7.0821119386,6.0924078485,7.3373756533,7.9915752232,6.6779179154,8.6813086261,8.7366294733,8.0824881543,7.560414858,7.5116478913,6.3175366378,6.7204344632,7.0449310869,8.8471416298,10.1907797091,7.418439371,6.7044475686,6.3571487482,7.0068127443,7.213904615,8.4478962407,7.1889888851,6.5478074151,8.4762177823,8.1715766047,5.7711515223,9.2324189088,8.0162798448,8.2474537865,9.4471396305,7.1316740567,6.8176758483,8.3635449369,7.9561747082,7.1061887354,7.4644119607,7.2411952653
KIF1A,5.3488351965,5.100036333,4.528919385,5.1167448446,4.7511293557,5.5817977589,4.8030850111,5.4000188494,5.0930999091,5.9816117607,4.9323481435,5.1640348088,6.4177480416,7.8714562718,5.0674877478,5.7106175069,4.528077844,5.1196582842,5.0359469565,5.9870504227,4.830605342,4.9935112149,6.1325903454,3.7753563044,8.8271567528,5.6814209988,5.8204363036,5.2816256215,5.8034458944,6.4370259008,5.0195820265,6.8790979351,4.4537948383,4.6408565834,5.7331043692,5.7504165499,4.9022828541,5.135514827,5.3409064526,5.5503846477,5.1955580116,6.0474500886,5.4016721731,6.878220114,5.0204156312,6.0291264332,6.9674559096,5.3292623763,5.4436760357,4.6655936316,5.4697768233,5.3518945229,5.9919942095,5.546246081,4.7924994674,6.2431108027,5.7178947851,5.5031150538,8.5492748319,5.9484028928,7.6787626547,4.8074751637,11.2618054239,5.3389235151,7.6229011584,5.1856811792,9.0026110824,5.5976861345,7.782836533,6.820966042,6.0979602055,4.9079183149,4.8425412349,9.1147022648,4.7051856649,9.9698838328,7.5530885054,4.8326013856,6.6852154525,9.4294149163,5.8055508808,9.6647999711,6.8848770005,4.8331082965,6.2664720006,5.4868556298,8.5387140975,9.1551452645,5.9571105834,4.5636830325,6.3342240698,5.5701620782,6.2922659663,5.7103127888,6.0518968261,4.6507310986,5.2148169382,5.4555809074,6.1895391134,5.0499522766,9.0117679797,5.0699270771,7.0769043403,10.0707673088,4.9905363764,5.0372919714,10.7350105413,7.6590813341,6.2804558786,12.5307928878,8.1927451576,5.6817068978,5.2213786492,5.1210530562,4.0967152673,4.6573158787,9.3780078851,4.8914864675,5.6907493212,6.6565023914,6.0103602266,4.7982454834,4.5698174292,6.5812384502,4.7339019791,4.7193948686,5.2711721839,6.5267919214,4.8999696884,5.848331948,4.8037356468,4.8084121705,7.622420129,6.3823016346,6.4792676214,7.0322697361,7.2068497146,8.9223026345,6.7616681943,6.2863507654,11.3958516311,5.9384377321,6.6955620659,4.7654872335,9.5753060697,5.7202076948,4.7791666293,6.183499831
KIF26B,7.729086419,7.9941588647,7.5753770078,6.7953334904,7.9627609663,8.0598856558,7.3570761693,7.7609235293,10.1820891408,8.1539601654,7.7765872033,7.6099626676,8.5166566299,7.8262427681,7.188135608,8.4620814858,7.7369732143,7.4785616424,7.1998888666,9.0812564852,8.3549196734,6.8767262284,7.5519080792,8.0585700375,7.850633032,8.6247361629,8.4430460326,7.7710493398,7.6207591149,9.3612868956,6.7763861895,8.6009423894,7.4458978727,6.9346280151,10.2087157303,7.8388940988,7.5880705576,7.8180669928,7.6011685639,8.1212871517,7.5161752697,8.0597550542,7.6229221151,8.5756342803,8.7580440823,7.9440707805,6.8456182241,7.3047590468,6.7066333408,7.1380961736,9.3921348273,7.3261635753,7.7380233024,8.279111523,7.9729753396,8.5105120642,9.3257460486,7.0374191298,7.8222103551,9.6540435438,11.2160813304,11.513496683,10.2588904427,10.834418236,12.131568968,7.8637475033,10.9218282747,12.2704746837,10.9419821317,10.3605937273,11.1106001522,11.4073543216,8.9684403688,7.1713471817,11.0691136126,11.5831575983,11.4213202664,9.9543657441,8.9215456609,10.9089747194,10.2249288502,11.7833490032,9.0456563791,10.0575829109,9.2710178384,11.5812399604,7.8363024863,9.9137967896,10.5505607152,11.9164902934,11.3928366483,11.2334443667,10.5925182804,8.7833374254,10.5957936255,11.1358507627,11.0674422828,9.6877425852,11.3917854935,7.7291607077,10.9621761427,8.7956015903,10.7124409806,9.6403240682,10.7590214422,10.3553494614,11.234289302,8.9960789263,11.4465527024,11.9374627637,10.2240931408,11.2377010804,10.1807893351,8.7053595071,10.8933152849,8.7981649174,10.5755729415,11.4318396318,12.9518432649,9.3574210059,12.4833218749,10.1337213737,9.4499761678,11.2602846165,10.48000699,11.0152824895,9.6151226569,10.9065190695,11.5034923462,9.3999017024,7.6026760732,11.0654649118,11.4304784416,8.3915663732,8.5271822523,13.0362877662,9.6060866159,11.5773625025,11.2106503167,10.0106113533,11.4068764169,9.7357317044,9.7362814966,10.8643321531,10.9058716201,9.2530545418,8.4903984265,9.6405769703
